taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genome Size   * assembled,Gene Count   * assembled
2876420981,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.004.08.1.1,"University of California, Davis",2876420981,6687741,6940
2540341199,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Microvirga flocculans ATCC BAA-817,DOE Joint Genome Institute (JGI),2540341199,4029781,3913
2713897179,Bacteria,Permanent Draft,Proteobacteria Genome sequencing,Rhodopseudomonas palustris BAL398,Technical University of Denmark,2713897179,6057463,6083
2919171160,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Neorhizobium sp. 2083,DOE Joint Genome Institute (JGI),2919171160,6499771,6422
2516653010,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,Rhodopseudomonas palustris DCP3,University of Washington,2516653010,5510482,5873
2902337019,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL122,Aarhus University,2902337019,4590518,6271
2516653000,Bacteria,Permanent Draft,B. viridis initial,"Blastochloris viridis Drews F, DSM 133",Toyohashi University of Technology,2516653000,6528394,6446
2861361508,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Rhizobium rosettiformans DSM 26376,DOE Joint Genome Institute (JGI),2861361508,4956564,5024
2816332542,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium loti R7ANSx3859,Curtin University,2816332542,6436985,6247
2847930680,Bacteria,Finished,Bradyrhizobium Map,Bradyrhizobium zhanjiangense CCBAU 51778,China Agricultural University,2847930680,9342022,9217
2585427590,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Rhizobium sp. CF048,DOE Joint Genome Institute (JGI),2585427590,6824633,6702
2834752518,Bacteria,Permanent Draft,Novosphingobium panipatense P5:ABC genome sequencing,Novosphingobium panipatense P5:ABC,North Eastern Hill University,2834752518,5735120,5378
2515154113,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Rhizobium leguminosarum bv. viciae Vc2,DOE Joint Genome Institute (JGI),2515154113,7807172,7602
2884298095,Bacteria,Finished,Microvirga sp. HR1 genome sequencing,Microvirga thermotolerans HR1,Chinese Academy of Agricultural Sciences,2884298095,3823049,3684
2516653077,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Rhizobium leguminosarum bv. viciae WSM1481,DOE Joint Genome Institute (JGI),2516653077,7555578,7464
2824732956,Bacteria,Permanent Draft,Evolution and phylogenomics of peanut bardyrhizobia,Bradyrhizobium sp. HAMBI 2153,"Institute of Biotechnology, Helsinki University",2824732956,7810675,8026
2831769015,Bacteria,Permanent Draft,Vitiosangium sp. GDMCC 1.1324 Genome sequencing,Vitiosangium sp. GDMCC 1.1324,Guangdong Institute of Microbiology,2831769015,14076305,11753
2825109614,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK448,DOE Joint Genome Institute (JGI),2825109614,4894029,4450
2636415936,Bacteria,Permanent Draft,Comparative genome sequencing of Methylobacterium Type strains,Methylobacterium variabile DSM 16961,"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)",2636415936,7432100,7284
2615840613,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Chelatococcus sambhunathii DSM 18167,DOE Joint Genome Institute (JGI),2615840613,4373820,4213
2534681796,Bacteria,Permanent Draft,Rhizobium grahamii CCGE 502,Rhizobium grahamii CCGE 502,National Autonomous University of Mexico,2534681796,7146037,6898
2906408224,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.002.03.1.1,"University of California, Davis",2906408224,6162342,6158
2841957949,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium sp. CIR1,DOE Joint Genome Institute (JGI),2841957949,8652217,8245
2922434878,Bacteria,Permanent Draft,Sphingomonas koreensis strain:ABYVL Genome sequencing,Sphingomonas sp. ABOJS S-NIH.Pt3_0716,National Human Genome Research Institute,2922434878,5460032,5419
2900243166,Bacteria,Permanent Draft,Methylobacterium sp. DB0501 genome sequencing,Methylobacterium sp. DB0501,Seoul National University,2900243166,7583859,7240
2899678206,Bacteria,Permanent Draft,Sphingobium sp. LB126 genome sequencing,Sphingobium sp. LB126,Catholic University of Louvain,2899678206,5627691,5605
2871474448,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M6A.T.Cr.TU.017.01.1.1,"University of California, Davis",2871474448,6806570,6996
2654587732,Bacteria,Permanent Draft,Ahrensia marina LZD062 genome sequencing,Ahrensia marina LZD062,Ocean University of China,2654587732,3434767,3424
2806310413,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Rhizobium sp. ERR 1071,DOE Joint Genome Institute (JGI),2806310413,6905126,6656
2824746037,Bacteria,Permanent Draft,Evolution and phylogenomics of peanut bardyrhizobia,Bradyrhizobium sp. HAMBI 2299,"Institute of Biotechnology, Helsinki University",2824746037,7911610,7907
2857367948,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.US.002.01.1.1,"University of California, Davis",2857367948,6965560,7707
2921448032,Bacteria,Permanent Draft,Genome Sequencing of Methylobacterium sp. DB1607,Methylobacterium sp. DB1607,Chung-Ang University,2921448032,6057404,5959
2887981267,Bacteria,Finished,Sphingobium sp. CAP-1 genome sequencing,Sphingobium sp. CAP-1,"State Key Laboratory of Urban Water Resource and Environment, School of Environment",2887981267,4622475,4471
2671180869,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LSHC440B00,University of Southern California,2671180869,6461302,6363
2671180325,Bacteria,Permanent Draft,Draft Genome sequence of Methylobacterium sp. 121,Methylobacterium sp. ME121,Toyo University,2671180325,7083539,6814
2579779168,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Bosea sp. UNC402CLCol,DOE Joint Genome Institute (JGI),2579779168,5613335,5389
2513237147,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Mesorhizobium erdmanii USDA 3471,DOE Joint Genome Institute (JGI),2513237147,7023073,6785
2643221736,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Bosea sp. Root483D1,Max Planck Institute for Plant Breeding Research,2643221736,6608466,6281
2823805908,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Rhizomicrobium sp. SG733,DOE Joint Genome Institute (JGI),2823805908,4588769,4292
2775507255,Bacteria,Finished,Sphingobium indicum B90A,Sphingobium indicum B90A,University of Delhi,2775507255,3945731,3823
2816332528,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium loti R7ANSx1497,Curtin University,2816332528,6486782,6290
2513237305,Bacteria,Permanent Draft,Mesorhizobium amorphae CCNWGS0123,Mesorhizobium amorphae CCNWGS0123,Northwest A and F University,2513237305,7293571,7136
2844454524,Bacteria,Finished,Genome sequencing of Rhizobium leguminosarum bv. viciae BIHB 1217,Rhizobium leguminosarum bv. viciae BIHB 1217,CSIR-Institute of Himalayan Bioresource Technology,2844454524,7952546,7951
2654587706,Bacteria,Finished,Bradyrhizobium japonicum E109 genome sequencing,Bradyrhizobium japonicum E109,INDEAR Instituto de Agrobiotecnologia Rosario,2654587706,9224208,8763
2825198029,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK592,DOE Joint Genome Institute (JGI),2825198029,4893704,4432
2516653015,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,"Rhodopseudomonas palustris R1, DSM 8283",University of Washington,2516653015,5343628,5629
2731957704,Bacteria,Permanent Draft,Sphingobium chlorophenolicum NBRC 16172,Sphingobium chlorophenolicum NBRC 16172,National Institute of Technology and Evaluation,2731957704,4736511,4546
2902381023,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL93,Aarhus University,2902381023,5650805,6269
2703718754,Bacteria,Permanent Draft,"Genome sequencing of isolates from drinking water distribution system in Cincinnati, Ohio",Sphingopyxis sp. H005,US Environmental Protection Agency (EPA),2703718754,5103573,4846
2590828854,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. 13MFTsu3.1M2,DOE Joint Genome Institute (JGI),2590828854,6353721,6019
2731957890,Bacteria,Permanent Draft,To understand ecology and evolution of rice seed associated bacteria by whole genome sequencing,Methylobacterium radiotolerans SB3,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology",2731957890,6592412,6470
2596583701,Bacteria,Permanent Draft,Pac Bio to generate improved reference genome sequences for organisms with transposon mutant libraries (support for FEBA project),Sphingomonas koreensis JSS26,DOE Joint Genome Institute (JGI),2596583701,4398689,4245
2708742536,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Sphingomonas indica Dd16,DOE Joint Genome Institute (JGI),2708742536,2807253,2808
2636415691,Bacteria,Permanent Draft,Genome sequencing of biocatalytic bacteria,Chromobacterium violaceum LK15,University of Malaya,2636415691,4754524,4557
2643221671,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Sphingomonas sp. Root1294,Max Planck Institute for Plant Breeding Research,2643221671,5496681,5207
2596583556,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium daqingense CGMCC 1.10947,DOE Joint Genome Institute (JGI),2596583556,7889191,7559
2710724202,Bacteria,Permanent Draft,Phycosphere-associated microbial communities from algal ponds,Novosphingobium sp. B1,DOE Joint Genome Institute (JGI),2710724202,4640712,4527
2791355120,Bacteria,Permanent Draft,Genome sequencing of Mesorhizobia from legumes,Mesorhizobium sp. WSM3866,Curtin University,2791355120,6447026,6308
2823822512,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG754,DOE Joint Genome Institute (JGI),2823822512,4893977,4432
2879127579,Bacteria,Permanent Draft,Bradyrhizobium canariense genome sequencing - University of Applied Sciences of Western Switzerland,Bradyrhizobium canariense UBMA052,University of Applied Sciences of Western Switzerland,2879127579,8294491,8258
2565956508,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Caulobacter sp. UNC358MFTsu5.1,DOE Joint Genome Institute (JGI),2565956508,5402640,5014
2835312727,Bacteria,Permanent Draft,Microvirga sp. CCBAU 65841 genome sequencing,Microvirga calopogonii CCBAU 65841,Southwest Forestry University,2835312727,7413381,7619
2876386047,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.004.07.1.1,"University of California, Davis",2876386047,6698674,6805
2882842547,Bacteria,Permanent Draft,Ciceribacter sp. F8825 genome sequencing,Ciceribacter sp. F8825,Guangdong Institute of Microbiology,2882842547,5094448,5155
2896398972,Bacteria,Permanent Draft,Chromobacterium amazonense DSM 26508 genome sequencing,Chromobacterium amazonense DSM 26508,"U.S. Department of Agriculture, Agricultural Research Service",2896398972,4010194,3992
2516653002,Bacteria,Permanent Draft,Rhodopseudomonas palustris sequencing - Univ of Washington,Rhodopseudomonas palustris 0001L,University of Washington,2516653002,5452064,5622
2927482708,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 64,DOE Joint Genome Institute (JGI),2927482708,9340796,9163
2874162495,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.002.11.2.1,"University of California, Davis",2874162495,6174670,6174
2619619032,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Archangium gephyra DSM 2261,DOE Joint Genome Institute (JGI),2619619032,12433659,9939
2643221874,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf117,Max Planck Institute for Plant Breeding Research,2643221874,5320575,5034
2585427871,Bacteria,Permanent Draft,Genome sequencing of Kordiimonas gwangyangensis JCM 12864,Kordiimonas gwangyangensis JCM 12864,University of Tokyo,2585427871,4072141,4425
2521172632,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. 285MFTsu5.1,DOE Joint Genome Institute (JGI),2521172632,6628554,6392
2510917021,Bacteria,Permanent Draft,Plant-Microbe Interfaces,Novosphingobium sp. AP12,Oak Ridge National Laboratory,2510917021,5705459,5607
2847370542,Bacteria,Finished,Sphingobium sp. YG1 genome sequencing,Sphingobium sp. YG1,Japan Agency for Marine-Earth Science and Technology,2847370542,5563895,5450
2825000310,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK332,DOE Joint Genome Institute (JGI),2825000310,6611958,6417
2643221839,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf87,Max Planck Institute for Plant Breeding Research,2643221839,4982392,4719
2608642102,Bacteria,Finished,Novosphingobium pentaromativorans US6-1,Novosphingobium pentaromativorans US6-1,"Chunlab, Inc",2608642102,5457578,5192
